,ipnr17,v57,v58,v59,v60,v61,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224
2999,CZ764032,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,5.,3.,4.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Hver dag,En eller to gange om ugen,Sjældent,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
3000,FU252488,Ja,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,9.,2.,3.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Hver dag,Sjældent,I nogen grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
3001,FU544995,Ja,Ja,Nej,Nej,Ja,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Hverken godt eller dårligt,7.,2.,2.,9.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Hver dag,En eller to gange om ugen,Flere gange om ugen,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,I høj grad,I nogen grad,Til en vis grad,I høj grad,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt
3002,CZ321480,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,4.,4.,5.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,6.,Flere gange om ugen,Aldrig,En eller to gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3003,CZ882965,Ja,Ja,Nej,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,1. Indvandrere tager jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,3.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,10. Udvidelsen er gået for vidt,Sjældent,Hver dag,Aldrig,I nogen grad,I mindre grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,Til en vis grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3004,FU671480,Nej,Nej,Nej,Nej,Nej,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig dårligt,8.,2.,2.,7.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,3.,Flere gange om ugen,Sjældent,Hver dag,I nogen grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt
3005,CZ509903,Ja,Nej,Ja,Ja,Nej,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Temmelig dårligt,5.,2.,1. Indvandrere belaster velfærdssystemet,8.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,5.,Hver dag,En eller to gange om ugen,Flere gange om ugen,Slet ikke,I nogen grad,I mindre grad,Til en vis grad,Til en vis grad,I høj grad,Til en vis grad,Slet ikke,I høj grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3006,CZ447987,Nej,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig dårligt,5.,3.,2.,8.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Hver dag,Aldrig,Hver dag,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Slet ikke,I nogen grad,Slet ikke,Slet ikke,Til en vis grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
3007,CZ574915,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Nægter at svare,Temmelig godt,5.,5.,5.,5.,Ikke særlig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Nægter at svare,Nægter at svare,Nægter at svare,Nægter at svare,5.,Sjældent,Hver dag,Aldrig,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3008,CZ372175,Ja,Ja,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,7.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Hver dag,En eller to gange om ugen,Sjældent,I mindre grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,I mindre grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3009,CZ353521,Nej,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,4.,4.,4.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,6.,Flere gange om ugen,Sjældent,En eller to gange om ugen,I høj grad,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,I høj grad,Til en vis grad,Til en vis grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt
3010,CZ192428,Nej,Ja,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget dårligt,1. Indvandrere tager jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt,4.,En eller to gange om ugen,Sjældent,Aldrig,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,I høj grad,I nogen grad,Til en vis grad,Til en vis grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt
3011,CZ704162,Ja,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,9.,4.,3.,8.,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,8.,Flere gange om ugen,Sjældent,En eller to gange om ugen,Til en vis grad,I nogen grad,I nogen grad,Til en vis grad,I nogen grad,I nogen grad,I mindre grad,I mindre grad,I mindre grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3012,FU396993,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,8.,8.,6.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,10. Udvidelsen er gået for vidt,Sjældent,En eller to gange om ugen,Flere gange om ugen,Til en vis grad,I mindre grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3013,FU392077,Nej,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Slet ingen tillid,Temmelig dårligt,4.,2.,1. Indvandrere belaster velfærdssystemet,9.,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,8.,Sjældent,Flere gange om ugen,Flere gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
3014,FU762098,Ja,Ja,Ja,Ja,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,8.,10. Indvandrere belaster ikke velfærdssystemet,1. Samfundet er bedst tjent med at indvandrere fastholder deres egne skikke og t,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,9.,Hver dag,Hver dag,Sjældent,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3015,FU784156,Nej,Nej,Nej,Nej,Nej,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Slet ingen tillid,Hverken godt eller dårligt,8.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,8.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,5.,Aldrig,En eller to gange om ugen,Aldrig,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt
3016,FU510414,Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,3.,2.,5.,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,3.,Flere gange om ugen,En eller to gange om ugen,Sjældent,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,Til en vis grad,I nogen grad,Til en vis grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
3017,CZ605469,Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,6.,2.,3.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Flere gange om ugen,En eller to gange om ugen,En eller to gange om ugen,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3018,FU867526,Ja,Ja,Nej,Nej,Ja,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,5.,9.,3.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,8.,Flere gange om ugen,En eller to gange om ugen,Flere gange om ugen,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,I nogen grad,I høj grad,I høj grad,I nogen grad,I høj grad,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3019,CZ485689,Ja,Nej,Nej,Nej,Ja,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Slet ingen tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Temmelig dårligt,10. Indvandrere tager ikke jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,7.,8.,Slet ikke vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,8.,Hver dag,Hver dag,Aldrig,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3020,CZ285270,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Nægter at svare,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Temmelig dårligt,5.,2.,4.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,5.,Hver dag,Hver dag,Aldrig,I mindre grad,Til en vis grad,Nægter at svare,Til en vis grad,Til en vis grad,I høj grad,I nogen grad,I mindre grad,Til en vis grad,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt
3021,FU700467,Nej,Nej,Nej,Nej,Nej,Slet ingen tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget dårligt,5.,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,10. Udvidelsen er gået for vidt,Flere gange om ugen,Hver dag,En eller to gange om ugen,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Slet ikke,I nogen grad,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Meget vigtigt
3022,CZ172694,Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,7.,4.,4.,7.,Ikke særlig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,3.,Sjældent,En eller to gange om ugen,En eller to gange om ugen,I nogen grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I mindre grad,Til en vis grad,I mindre grad,I mindre grad,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt
3023,CZ281102,Ja,Ja,Ja,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,3.,5.,4.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,8.,Sjældent,Sjældent,En eller to gange om ugen,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt
3024,CZ740468,Ja,Ja,Nej,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,8.,3.,4.,8.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,8.,Flere gange om ugen,En eller to gange om ugen,Sjældent,I mindre grad,Til en vis grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt
3025,CZ491719,Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget dårligt,3.,4.,3.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,Flere gange om ugen,Hver dag,En eller to gange om ugen,I mindre grad,I mindre grad,I mindre grad,I mindre grad,I høj grad,I nogen grad,I mindre grad,I mindre grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt
