idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtvtddk,gndr,agea,edlvddk,infqbst,grspnum,region
80321,DK,2,2,0,8,0,0,0,7,Socialdemokratiet - The Social democrats,Male,50,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,34000,Midtjylland
80328,DK,8,8,10,8,8,8,6,6,Socialdemokratiet - The Social democrats,Male,53,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Midtjylland
80377,DK,9,5,8,8,2,2,2,6,Kristendemokraterne - Christian Democrats,Female,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000,Syddanmark
80397,DK,7,5,8,8,3,3,0,7,Dansk Folkeparti - Danish People's Party,Male,69,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
80444,DK,9,5,9,8,3,5,2,5,Dansk Folkeparti - Danish People's Party,Male,78,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Syddanmark
80448,DK,8,7,8,9,6,6,5,8,Socialdemokratiet - The Social democrats,Male,53,Folkeskole 9.-10. klasse,Monthly,,Nordjylland
80527,DK,7,5,6,3,4,4,6,6,Socialdemokratiet - The Social democrats,Male,34,Folkeskole 9.-10. klasse,Monthly,,Nordjylland
80559,DK,2,8,8,9,6,7,5,7,Det Konservative Folkeparti - Conservative People's Party,Male,45,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,50000,Midtjylland
80595,DK,5,3,2,5,2,6,3,4,Alternativet - The Alternative,Female,53,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,300000,Nordjylland
80601,DK,6,5,5,8,5,5,6,5,,Male,23,Other,Monthly,18000,Sjælland
80612,DK,7,8,9,9,4,4,5,4,Socialdemokratiet - The Social democrats,Male,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32000,Hovedstaden
80674,DK,7,3,7,8,2,2,4,8,Det Konservative Folkeparti - Conservative People's Party,Male,47,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
80806,DK,8,8,6,9,6,4,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,48,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,50000,Sjælland
80911,DK,8,4,7,8,3,3,3,5,Socialdemokratiet - The Social democrats,Female,43,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,25000,Nordjylland
81022,DK,4,4,6,6,1,1,1,1,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,34,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25200,Nordjylland
81090,DK,9,5,10,7,3,3,3,8,Enhedslisten - Unity List - The Red-Green Alliance,Female,64,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,,Midtjylland
81161,DK,3,6,9,10,5,4,6,9,,Female,28,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,11000,Midtjylland
81198,DK,5,6,8,6,4,4,4,5,,Male,24,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,43000,Hovedstaden
81304,DK,7,2,6,8,1,1,0,4,Dansk Folkeparti - Danish People's Party,Male,32,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,28000,Sjælland
81488,DK,8,7,8,8,7,7,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
81599,DK,9,8,10,10,8,8,7,7,Enhedslisten - Unity List - The Red-Green Alliance,Female,36,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
81609,DK,9,7,8,9,5,5,3,4,Det Radikale Venstre - The Radical Liberal Party,Female,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,500000,Midtjylland
81636,DK,3,9,9,9,6,7,7,5,Socialdemokratiet - The Social democrats,Female,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32000,Midtjylland
81734,DK,7,8,9,9,7,7,4,9,Socialdemokratiet - The Social democrats,Female,49,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
81867,DK,6,5,6,8,8,4,,,,Female,17,Folkeskole 9.-10. klasse,Monthly,1867,Hovedstaden
81874,DK,5,10,10,10,8,9,8,9,,Male,86,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
82020,DK,8,9,9,9,8,6,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Syddanmark
82073,DK,7,3,6,8,5,5,5,5,,Male,44,Folkeskole 9.-10. klasse,Monthly,25000,Sjælland
82127,DK,6,4,7,10,3,5,7,9,Enhedslisten - Unity List - The Red-Green Alliance,Female,23,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Nordjylland
82130,DK,8,3,3,6,5,3,1,4,,Male,67,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
82155,DK,8,8,10,10,7,9,9,10,,Male,18,Folkeskole 9.-10. klasse,,,Nordjylland
82157,DK,9,6,9,8,5,5,4,5,Socialdemokratiet - The Social democrats,Male,64,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
82227,DK,8,8,8,8,,8,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,68,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
82254,DK,7,9,9,9,8,7,7,8,Socialdemokratiet - The Social democrats,Male,55,Folkeskole 9.-10. klasse,Monthly,27500,Syddanmark
82263,DK,3,4,0,3,2,0,1,0,,Female,76,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
82352,DK,10,7,7,7,7,7,,8,,Female,90,Folkeskole 9.-10. klasse,,,Midtjylland
82359,DK,7,8,9,9,7,7,9,8,,Male,16,Folkeskole 9.-10. klasse,,,Syddanmark
82483,DK,8,9,10,9,8,9,8,8,SF Socialistisk Folkeparti - Socialist People's Party,Male,26,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,29000,Midtjylland
82683,DK,9,9,9,8,7,7,7,4,Liberal Alliance - Liberal Alliance,Male,51,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,,Midtjylland
82701,DK,0,8,9,9,4,5,7,4,Enhedslisten - Unity List - The Red-Green Alliance,Male,62,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,920000,Midtjylland
82710,DK,10,8,10,10,6,6,6,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,72,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Syddanmark
82733,DK,8,1,5,6,2,2,4,4,,Female,27,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000,Syddanmark
82755,DK,9,8,,10,8,8,9,4,Dansk Folkeparti - Danish People's Party,Male,63,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
82813,DK,6,7,7,9,5,5,0,7,Enhedslisten - Unity List - The Red-Green Alliance,Female,68,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Sjælland
82832,DK,8,10,8,8,5,5,5,5,Dansk Folkeparti - Danish People's Party,Male,67,Folkeskole 6.-8. klasse,Monthly,,Nordjylland
82855,DK,3,4,7,8,2,4,6,6,Socialdemokratiet - The Social democrats,Male,28,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
82889,DK,6,7,8,9,6,4,7,8,SF Socialistisk Folkeparti - Socialist People's Party,Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Nordjylland
82898,DK,5,5,7,8,5,5,4,10,Socialdemokratiet - The Social democrats,Female,62,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Sjælland
82901,DK,5,7,7,9,4,7,,,Socialdemokratiet - The Social democrats,Female,67,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Hovedstaden
82975,DK,7,5,8,6,3,1,5,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,35,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Nordjylland
82985,DK,5,6,8,8,4,5,5,7,Det Konservative Folkeparti - Conservative People's Party,Male,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Midtjylland
83000,DK,7,4,7,8,4,4,3,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,58,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,38000,Syddanmark
83052,DK,8,8,9,8,7,6,6,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,23,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Sjælland
83084,DK,2,3,4,6,3,2,,,,Female,64,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
83098,DK,5,0,5,8,1,1,,,Socialdemokratiet - The Social democrats,Female,59,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
83115,DK,5,8,8,9,8,8,9,9,,Female,27,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Syddanmark
83254,DK,8,5,8,10,3,2,2,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,64,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,230000,Syddanmark
83279,DK,5,5,9,9,2,4,,9,Socialdemokratiet - The Social democrats,Male,87,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
83346,DK,8,8,8,9,8,8,8,8,,Female,35,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31000,Midtjylland
83385,DK,7,8,10,9,6,3,3,7,Liberal Alliance - Liberal Alliance,Male,34,"Forskeruddannelse. Ph.d., doktor",Monthly,50000,Midtjylland
83422,DK,6,5,2,10,2,4,3,3,Dansk Folkeparti - Danish People's Party,Male,63,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000,Sjælland
83444,DK,4,3,8,9,3,2,2,8,,Female,15,Folkeskole 6.-8. klasse,,0,Midtjylland
83476,DK,7,7,8,6,6,6,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,52,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,35000,Hovedstaden
83616,DK,8,8,10,10,8,9,8,,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,32,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,32500,Midtjylland
83738,DK,8,5,5,8,6,6,5,7,,Female,16,Folkeskole 9.-10. klasse,,,Syddanmark
83816,DK,9,7,10,10,7,7,,8,,Female,42,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,38500,Midtjylland
83829,DK,8,6,8,10,7,7,7,8,Socialdemokratiet - The Social democrats,Female,51,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,18000,Syddanmark
83863,DK,8,7,8,8,8,7,8,8,Dansk Folkeparti - Danish People's Party,Male,40,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,40000,Syddanmark
84015,DK,8,6,9,7,6,5,4,7,,Female,45,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
84044,DK,8,9,9,9,8,8,8,8,,Male,18,Folkeskole 9.-10. klasse,,15000,Sjælland
84103,DK,0,3,7,5,3,3,2,7,,Male,61,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Nordjylland
84157,DK,7,5,,6,2,2,,,,Female,74,Folkeskole 6.-8. klasse,Monthly,,Midtjylland
84167,DK,7,2,2,0,2,0,3,7,Other,Male,28,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000,Nordjylland
84222,DK,7,8,9,9,7,8,7,8,Socialdemokratiet - The Social democrats,Male,55,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
84234,DK,10,8,10,7,7,7,6,8,Enhedslisten - Unity List - The Red-Green Alliance,Male,37,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,67000,Midtjylland
84238,DK,8,5,8,7,3,3,3,7,Socialdemokratiet - The Social democrats,Male,32,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
84257,DK,5,8,10,10,6,5,5,7,,Female,31,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Nordjylland
84314,DK,6,4,6,9,3,2,4,7,Socialdemokratiet - The Social democrats,Male,72,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",,,Sjælland
84317,DK,8,7,8,6,5,6,1,1,,Male,76,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Nordjylland
84320,DK,8,7,8,8,7,7,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,23,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Sjælland
84435,DK,4,3,5,8,2,1,1,3,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,45,Folkeskole 9.-10. klasse,Monthly,41500,Sjælland
84437,DK,7,5,8,8,5,5,5,7,Socialdemokratiet - The Social democrats,Female,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,35000,Hovedstaden
84475,DK,5,9,10,10,6,6,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,50,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,55000,Midtjylland
84500,DK,8,9,10,10,9,6,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,59,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,1000000,Hovedstaden
84533,DK,5,0,,10,0,0,2,,Socialdemokratiet - The Social democrats,Male,79,Folkeskole 6.-8. klasse,Monthly,,Nordjylland
84771,DK,6,7,9,9,4,4,6,7,Det Radikale Venstre - The Radical Liberal Party,Male,26,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
84926,DK,8,7,10,10,7,7,,10,Socialdemokratiet - The Social democrats,Female,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
84956,DK,7,7,10,9,5,7,7,7,Socialdemokratiet - The Social democrats,Female,57,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Hovedstaden
84960,DK,4,8,10,3,8,2,10,10,Socialdemokratiet - The Social democrats,Male,45,Folkeskole 9.-10. klasse,Monthly,,Sjælland
84988,DK,10,7,9,8,5,5,5,9,Enhedslisten - Unity List - The Red-Green Alliance,Female,61,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,30000,Midtjylland
85013,DK,8,3,10,10,2,5,6,8,SF Socialistisk Folkeparti - Socialist People's Party,Female,70,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
85036,DK,8,7,7,9,7,7,5,8,Enhedslisten - Unity List - The Red-Green Alliance,Female,69,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Hovedstaden
85258,DK,8,7,8,8,7,7,7,8,Det Radikale Venstre - The Radical Liberal Party,Female,59,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,27000,Syddanmark
85318,DK,8,9,10,10,8,9,8,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,42,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,90000,Sjælland
85388,DK,9,9,10,10,8,8,6,10,Socialdemokratiet - The Social democrats,Male,52,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,34000,Syddanmark
85395,DK,7,7,8,3,5,5,5,4,Socialdemokratiet - The Social democrats,Female,73,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Sjælland
85437,DK,8,4,4,6,8,8,3,3,Socialdemokratiet - The Social democrats,Male,81,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
85521,DK,7,5,7,9,3,3,5,7,Dansk Folkeparti - Danish People's Party,Female,43,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,28000,Sjælland
85576,DK,8,8,9,10,6,8,7,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,81,Folkeskole 6.-8. klasse,Monthly,,Sjælland
85617,DK,8,8,8,9,8,8,7,8,Dansk Folkeparti - Danish People's Party,Female,61,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,49000,Midtjylland
85622,DK,8,8,8,8,6,6,6,7,Socialdemokratiet - The Social democrats,Female,57,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
85628,DK,7,4,7,6,3,3,6,9,Liberal Alliance - Liberal Alliance,Female,24,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,35800,Midtjylland
85684,DK,4,3,1,0,1,1,2,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,43,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",,,Syddanmark
85700,DK,10,9,10,10,6,8,3,3,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,56,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,55000,Hovedstaden
85801,DK,8,3,6,10,1,3,6,8,Dansk Folkeparti - Danish People's Party,Female,28,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,40000,Syddanmark
85872,DK,7,7,7,7,6,7,6,6,Socialdemokratiet - The Social democrats,Male,63,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
85950,DK,7,7,9,9,4,4,3,5,Socialdemokratiet - The Social democrats,Male,26,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
86011,DK,9,5,9,9,1,0,8,9,,Male,22,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Syddanmark
86117,DK,7,7,8,5,6,6,2,4,Det Konservative Folkeparti - Conservative People's Party,Male,47,"Forskeruddannelse. Ph.d., doktor",Annual,2500000,Midtjylland
86165,DK,7,4,9,9,5,5,5,8,Det Radikale Venstre - The Radical Liberal Party,Female,52,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Midtjylland
86209,DK,9,8,10,10,6,6,9,10,Socialdemokratiet - The Social democrats,Female,27,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000,Syddanmark
86231,DK,7,9,9,9,7,7,7,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,52,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,55000,Syddanmark
86249,DK,5,7,9,9,6,6,4,6,,Female,67,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Sjælland
86286,DK,7,0,1,8,0,0,0,,Socialdemokratiet - The Social democrats,Male,72,Folkeskole 6.-8. klasse,Monthly,,Nordjylland
86317,DK,6,3,5,6,2,2,2,3,,Male,31,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,312000,Midtjylland
86472,DK,4,2,7,9,1,1,0,0,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,26000,Nordjylland
86488,DK,4,7,9,9,4,4,7,9,Det Konservative Folkeparti - Conservative People's Party,Female,25,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,14000,Midtjylland
86592,DK,5,8,8,8,7,7,7,7,Socialdemokratiet - The Social democrats,Female,79,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Sjælland
86656,DK,9,7,8,6,2,2,2,3,Alternativet - The Alternative,Male,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,350000,Sjælland
86669,DK,8,7,4,7,6,6,4,5,Dansk Folkeparti - Danish People's Party,Female,68,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Midtjylland
86673,DK,9,8,8,9,8,7,7,8,SF Socialistisk Folkeparti - Socialist People's Party,Female,37,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,45000,Midtjylland
86765,DK,3,2,8,10,1,4,2,8,Socialdemokratiet - The Social democrats,Female,59,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000,Syddanmark
86776,DK,8,6,8,8,6,6,4,9,Enhedslisten - Unity List - The Red-Green Alliance,Male,48,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000,Midtjylland
86826,DK,7,8,9,9,7,7,7,7,Det Konservative Folkeparti - Conservative People's Party,Female,52,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000,Hovedstaden
86882,DK,6,4,6,8,4,4,5,5,Socialdemokratiet - The Social democrats,Female,66,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Hovedstaden
86976,DK,7,7,9,10,5,5,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
