idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtvtddk,gndr,agea,edlvddk,infqbst,grspnum,region
139028,DK,5,8,8,9,8,6,,8,,Male,32,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,35000,Hovedstaden
139040,DK,6,3,3,3,2,3,1,3,Dansk Folkeparti - Danish People's Party,Male,25,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,26000,Hovedstaden
139044,DK,6,4,8,10,2,5,,,,Female,64,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
139061,DK,6,7,7,7,4,5,4,4,Dansk Folkeparti - Danish People's Party,Male,80,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
139144,DK,9,8,8,9,6,7,4,3,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
139235,DK,8,8,9,8,7,7,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,80,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
139281,DK,5,3,6,7,3,3,3,5,,Male,58,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Hovedstaden
139291,DK,,4,5,5,8,,4,4,,Male,28,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26000,Sjælland
139292,DK,10,6,10,8,4,4,7,9,Det Radikale Venstre - The Radical Liberal Party,Male,45,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,52000,Sjælland
139298,DK,8,6,9,9,7,7,6,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
139371,DK,8,5,8,8,7,7,5,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,42,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,350000,Sjælland
139417,DK,3,2,2,0,2,2,2,1,Socialdemokratiet - The Social democrats,Male,23,Folkeskole 6.-8. klasse,,,Nordjylland
139441,DK,5,7,9,8,4,7,9,9,,Male,16,Folkeskole 9.-10. klasse,,,Midtjylland
139482,DK,8,8,10,10,7,7,8,10,Det Konservative Folkeparti - Conservative People's Party,Male,27,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,33000,Syddanmark
139504,DK,6,5,7,8,6,6,5,6,,Male,61,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
139543,DK,6,3,3,4,1,2,3,1,Alternativet - The Alternative,Male,59,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,350000,Sjælland
139546,DK,9,10,10,10,9,10,9,10,Enhedslisten - Unity List - The Red-Green Alliance,Male,61,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,46000,Hovedstaden
139560,DK,10,9,9,9,7,7,7,7,Det Radikale Venstre - The Radical Liberal Party,Female,41,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,47000,Sjælland
139577,DK,5,5,4,3,2,4,4,5,,Female,24,Folkeskole 6.-8. klasse,Weekly,8000,Sjælland
139592,DK,9,9,9,10,8,7,5,4,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,67,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,66500,Midtjylland
139612,DK,7,1,8,8,1,1,3,3,SF Socialistisk Folkeparti - Socialist People's Party,Female,74,Folkeskole 6.-8. klasse,Monthly,,Midtjylland
139638,DK,7,8,7,8,8,7,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,88,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
139681,DK,6,8,9,9,7,5,5,5,Socialdemokratiet - The Social democrats,Female,56,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,620000,Syddanmark
139814,DK,5,6,6,8,6,5,8,,Dansk Folkeparti - Danish People's Party,Female,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
139829,DK,9,8,9,7,2,5,2,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,51,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,55000,Midtjylland
140091,DK,8,6,9,8,6,6,5,6,Socialdemokratiet - The Social democrats,Male,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
140234,DK,9,8,9,10,8,9,10,9,Socialdemokratiet - The Social democrats,Male,57,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,48000,Midtjylland
140278,DK,3,3,6,8,2,2,5,7,,Female,18,Folkeskole 9.-10. klasse,,,Midtjylland
140289,DK,6,5,6,7,5,7,5,7,,Female,16,Folkeskole 9.-10. klasse,,,Midtjylland
140312,DK,9,8,10,8,8,8,7,5,Socialdemokratiet - The Social democrats,Female,32,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
140321,DK,8,8,10,9,5,7,7,9,Liberal Alliance - Liberal Alliance,Male,24,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Hovedstaden
140438,DK,5,8,7,5,5,5,4,4,,Male,67,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
140448,DK,7,6,8,9,6,7,7,7,Socialdemokratiet - The Social democrats,Male,31,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36500,Midtjylland
140504,DK,8,5,8,10,4,4,5,8,Liberal Alliance - Liberal Alliance,Female,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,19000,Syddanmark
140523,DK,7,8,7,8,7,6,3,3,Socialdemokratiet - The Social democrats,Male,44,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Midtjylland
140616,DK,8,5,8,9,5,5,5,5,Socialdemokratiet - The Social democrats,Male,63,Folkeskole 9.-10. klasse,Monthly,,Sjælland
140618,DK,7,3,8,7,2,2,5,7,Socialdemokratiet - The Social democrats,Male,45,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000,Syddanmark
140647,DK,5,3,5,7,2,2,4,4,Liberal Alliance - Liberal Alliance,Male,30,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,28000,Syddanmark
140757,DK,7,7,9,9,6,7,7,7,Det Radikale Venstre - The Radical Liberal Party,Male,31,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
140843,DK,8,8,9,9,6,7,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,33,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,43000,Nordjylland
140856,DK,6,8,9,8,2,3,2,8,Socialdemokratiet - The Social democrats,Male,36,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,8000,Hovedstaden
140902,DK,8,7,9,9,7,7,8,8,,Male,21,Folkeskole 9.-10. klasse,Monthly,5000,Midtjylland
140989,DK,9,7,8,7,7,7,7,8,Socialdemokratiet - The Social democrats,Female,48,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,31000,Hovedstaden
141006,DK,6,7,7,8,6,5,8,7,,Female,15,Folkeskole 6.-8. klasse,,,Nordjylland
141130,DK,9,10,10,10,7,7,,,,Female,19,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Syddanmark
141142,DK,2,7,10,10,4,4,4,9,Dansk Folkeparti - Danish People's Party,Male,85,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
141227,DK,8,9,10,9,9,7,6,6,,Female,39,Licentiat,,,Midtjylland
141387,DK,5,0,5,7,0,0,,2,Other,Male,24,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,52000,Syddanmark
141398,DK,2,3,0,0,3,3,3,3,,Male,18,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
141508,DK,9,10,10,8,7,7,8,8,,Male,72,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Midtjylland
141541,DK,4,8,10,10,,5,,6,Socialdemokratiet - The Social democrats,Female,35,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000,Hovedstaden
141564,DK,8,5,6,7,5,5,5,7,,Female,41,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,22000,Syddanmark
141583,DK,5,5,8,8,2,2,5,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,71,Folkeskole 6.-8. klasse,Monthly,,Hovedstaden
141627,DK,7,7,8,8,6,6,5,7,Socialdemokratiet - The Social democrats,Female,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
141630,DK,6,7,7,9,7,5,6,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,47,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32000,Syddanmark
141665,DK,6,6,9,9,6,6,4,8,Socialdemokratiet - The Social democrats,Male,44,Other,Monthly,37000,Nordjylland
141865,DK,10,6,10,7,5,5,5,9,Socialdemokratiet - The Social democrats,Male,40,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,56000,Syddanmark
141890,DK,7,7,9,9,6,5,5,10,,Male,17,Folkeskole 9.-10. klasse,,,Nordjylland
141902,DK,6,5,8,6,4,5,8,8,,Female,25,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Sjælland
141952,DK,8,6,7,7,7,5,4,5,Det Radikale Venstre - The Radical Liberal Party,Male,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,68000,Nordjylland
142009,DK,8,7,7,8,8,7,2,2,,Male,53,Folkeskole 9.-10. klasse,Weekly,8000,Sjælland
142013,DK,9,2,6,8,2,1,2,6,,Male,47,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
142072,DK,8,5,9,9,5,6,7,7,SF Socialistisk Folkeparti - Socialist People's Party,Female,58,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Syddanmark
142096,DK,9,3,4,6,3,3,,8,Socialdemokratiet - The Social democrats,Male,36,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Midtjylland
142110,DK,7,8,9,9,8,8,4,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,52,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,31300,Nordjylland
142203,DK,7,5,5,5,5,5,3,0,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,60,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,150000,Sjælland
142210,DK,7,7,9,9,5,5,3,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000,Midtjylland
142291,DK,6,6,8,8,5,5,3,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,80,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Nordjylland
142311,DK,7,7,8,8,6,6,6,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,51,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,25000,Midtjylland
142419,DK,6,4,6,10,4,4,6,6,Liberal Alliance - Liberal Alliance,Female,24,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,17900,Midtjylland
142473,DK,3,7,5,8,6,7,8,6,,Female,15,Folkeskole 6.-8. klasse,,,Hovedstaden
142527,DK,7,8,9,10,8,8,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,69,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Syddanmark
142588,DK,6,8,9,9,6,7,3,8,Socialdemokratiet - The Social democrats,Male,77,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
142704,DK,3,6,9,10,6,7,7,8,Liberal Alliance - Liberal Alliance,Male,24,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Sjælland
142781,DK,10,6,6,7,6,6,6,8,Socialdemokratiet - The Social democrats,Female,74,Folkeskole 6.-8. klasse,Monthly,,Hovedstaden
142788,DK,8,8,9,7,6,5,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,80,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
142803,DK,8,7,7,9,7,7,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,52,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,22500,Sjælland
142894,DK,6,7,10,9,5,8,7,9,Socialdemokratiet - The Social democrats,Male,80,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Nordjylland
142986,DK,7,7,5,7,5,4,4,4,Socialdemokratiet - The Social democrats,Female,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
143058,DK,5,6,9,9,4,4,6,7,Socialdemokratiet - The Social democrats,Female,40,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,20500,Midtjylland
143079,DK,4,0,5,7,2,4,0,0,Socialdemokratiet - The Social democrats,Male,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
143081,DK,7,8,9,9,7,5,5,7,Dansk Folkeparti - Danish People's Party,Male,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,31000,Nordjylland
143095,DK,2,3,3,5,8,2,,,,Male,31,Folkeskole 9.-10. klasse,Monthly,,Syddanmark
143183,DK,5,8,7,10,6,8,8,6,,Female,17,Folkeskole 9.-10. klasse,Monthly,5000,Midtjylland
143205,DK,10,4,9,9,4,6,4,7,Socialdemokratiet - The Social democrats,Female,60,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33545,Hovedstaden
143219,DK,8,1,9,9,4,7,9,9,Enhedslisten - Unity List - The Red-Green Alliance,Female,52,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
143260,DK,4,5,5,6,3,3,,6,,Male,49,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Syddanmark
143387,DK,8,4,6,8,5,5,2,2,Socialdemokratiet - The Social democrats,Female,66,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
143403,DK,4,5,8,8,6,5,5,8,Dansk Folkeparti - Danish People's Party,Male,70,Folkeskole 6.-8. klasse,Monthly,,Sjælland
143407,DK,9,2,9,9,1,1,0,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,61,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Syddanmark
143522,DK,9,9,10,10,6,8,8,9,Det Konservative Folkeparti - Conservative People's Party,Female,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,12000,Midtjylland
143560,DK,9,8,9,10,5,5,5,5,Det Konservative Folkeparti - Conservative People's Party,Male,82,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Midtjylland
143609,DK,8,6,8,7,6,6,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,61,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000,Hovedstaden
143622,DK,7,7,8,8,7,7,7,7,Liberal Alliance - Liberal Alliance,Female,49,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,55000,Syddanmark
143817,DK,10,10,10,9,7,7,6,6,Det Radikale Venstre - The Radical Liberal Party,Male,69,Universitetsbachelor. 1. del af kandidatuddannelse,,,Midtjylland
143857,DK,5,7,7,7,7,7,5,7,Socialdemokratiet - The Social democrats,Female,58,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38500,Syddanmark
143892,DK,8,9,10,9,6,4,6,7,Socialdemokratiet - The Social democrats,Male,38,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,35500,Midtjylland
143903,DK,10,3,9,8,3,3,5,6,Kristendemokraterne - Christian Democrats,Male,74,Folkeskole 6.-8. klasse,Annual,,Sjælland
143993,DK,7,4,7,6,2,3,2,5,Socialdemokratiet - The Social democrats,Female,55,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,31000,Midtjylland
144010,DK,7,7,8,7,6,6,6,5,Enhedslisten - Unity List - The Red-Green Alliance,Male,40,"Forskeruddannelse. Ph.d., doktor",Monthly,46000,Midtjylland
144039,DK,8,5,8,8,4,4,3,7,Liberal Alliance - Liberal Alliance,Male,42,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,53500,Sjælland
144060,DK,7,8,10,9,7,7,8,9,,Female,15,Folkeskole 9.-10. klasse,,,Syddanmark
144065,DK,4,3,5,7,3,4,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,29,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30300,Midtjylland
144094,DK,5,6,9,9,4,6,,,,Female,39,"Forskeruddannelse. Ph.d., doktor",Annual,750000,Midtjylland
144155,DK,8,9,9,10,7,8,8,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,83,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,,Midtjylland
144172,DK,8,5,3,9,5,4,5,9,,Female,63,Folkeskole 9.-10. klasse,Monthly,25000,Syddanmark
144192,DK,2,7,7,8,4,4,,9,Det Radikale Venstre - The Radical Liberal Party,Male,37,Universitetsbachelor. 1. del af kandidatuddannelse,Annual,150000,Syddanmark
144284,DK,8,3,7,7,3,3,3,5,Dansk Folkeparti - Danish People's Party,Male,61,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Hovedstaden
144424,DK,6,4,5,5,4,4,2,4,,Female,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Nordjylland
144517,DK,9,5,8,8,7,7,6,8,Socialdemokratiet - The Social democrats,Female,71,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
144586,DK,8,10,7,7,3,2,0,5,Dansk Folkeparti - Danish People's Party,Male,51,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,50000,Midtjylland
144663,DK,7,7,9,8,7,7,7,6,Socialdemokratiet - The Social democrats,Female,31,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Midtjylland
144679,DK,9,6,6,8,5,5,5,5,Socialdemokratiet - The Social democrats,Female,71,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
144719,DK,4,4,5,7,6,3,,,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,72,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
144755,DK,8,4,5,6,6,6,5,5,,Female,19,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Hovedstaden
144767,DK,7,5,8,7,5,5,6,7,Socialdemokratiet - The Social democrats,Female,54,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Nordjylland
144812,DK,8,8,9,10,6,5,5,8,Socialdemokratiet - The Social democrats,Male,67,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,59000,Midtjylland
144830,DK,7,0,5,6,2,0,0,0,,Female,68,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
144896,DK,7,4,8,8,4,5,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,23,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
144911,DK,8,5,8,9,5,5,,,SF Socialistisk Folkeparti - Socialist People's Party,Female,79,Folkeskole 9.-10. klasse,Monthly,,Syddanmark
145037,DK,9,6,9,8,5,5,6,8,Det Konservative Folkeparti - Conservative People's Party,Male,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,34000,Hovedstaden
145054,DK,6,7,8,8,6,6,6,7,,Male,22,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
145076,DK,7,9,7,9,5,5,7,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,65,Folkeskole 9.-10. klasse,Annual,,Sjælland
145089,DK,8,5,8,7,2,2,5,6,Det Radikale Venstre - The Radical Liberal Party,Female,29,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,31000,Midtjylland
145117,DK,9,4,7,8,4,4,7,9,Enhedslisten - Unity List - The Red-Green Alliance,Female,52,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31000,Midtjylland
145163,DK,7,7,9,10,6,6,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,62000,Syddanmark
145216,DK,8,8,8,8,7,7,8,9,,Female,31,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Midtjylland
145218,DK,10,6,6,10,5,6,,5,Dansk Folkeparti - Danish People's Party,Male,81,Folkeskole 6.-8. klasse,Monthly,,Hovedstaden
145272,DK,8,8,9,9,7,7,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,50,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26000,Nordjylland
