,idno,gndr,agea,region,prtvtddk,edlvddk,infqbst,grspnum
738,111156,Female,18,DK04,Not applicable,Folkeskole 9.-10. klasse,Monthly,
739,111160,Female,25,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
740,111249,Male,42,DK04,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000.0
741,111341,Male,51,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37500.0
742,111412,Male,29,DK02,Dansk Folkeparti - Danish People's Party,Folkeskole 9.-10. klasse,Monthly,
743,111507,Female,43,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,103000.0
744,111578,Male,43,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,67000.0
745,111584,Female,77,DK03,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
746,111598,Male,73,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
747,111621,Male,26,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party",Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,33000.0
748,111639,Female,33,DK02,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
749,111827,Female,60,DK03,Refusal,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,30000.0
750,111840,Female,55,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,30000.0
751,111862,Female,69,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
752,111928,Male,49,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",No answer,
753,111930,Female,59,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,26000.0
754,111938,Female,90,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
755,111956,Female,58,DK04,Refusal,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Refusal,
756,111969,Female,28,DK03,Not applicable,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Not applicable,
757,111988,Female,58,DK04,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,35300.0
758,112061,Female,79,DK04,Kristendemokraterne - Christian Democrats,Refusal,No answer,
759,112077,Female,49,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,34000.0
760,112126,Male,50,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,55000.0
761,112127,Female,59,DK03,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37000.0
762,112157,Female,16,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,10000.0
763,112183,Male,15,DK05,Not applicable,No answer,No answer,
764,112199,Male,69,DK04,Det Radikale Venstre - The Radical Liberal Party,Licentiat,Monthly,
765,112290,Male,56,DK03,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
766,112396,Female,70,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
767,112403,Male,74,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
768,112426,Female,80,DK02,Alternativet - The Alternative,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
769,112444,Male,52,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
770,112460,Female,77,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Not applicable,
771,112480,Male,66,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
772,112544,Female,43,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
773,112576,Male,61,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000.0
774,112626,Female,49,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,34000.0
775,112633,Male,54,DK04,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,5000000.0
776,112721,Female,52,DK03,Dansk Folkeparti - Danish People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,
777,112768,Male,66,DK03,Not applicable,Folkeskole 6.-8. klasse,Monthly,
778,112775,Male,66,DK04,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
779,112805,Male,27,DK02,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,32000.0
780,112833,Female,46,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,
781,112839,Female,63,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,23000.0
782,112852,Female,52,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,20000.0
783,112860,Female,61,DK02,Liberal Alliance - Liberal Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,29000.0
784,112877,Female,73,DK05,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
785,112898,Male,75,DK04,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
786,113034,Female,23,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
787,113088,Female,70,DK03,Dansk Folkeparti - Danish People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
788,113150,Male,71,DK03,Socialdemokratiet - The Social democrats,Folkeskole 6.-8. klasse,Annual,
789,113194,Female,54,DK03,Dansk Folkeparti - Danish People's Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,25000.0
790,113235,Male,55,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
791,113259,Female,25,DK03,Other,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,
792,113286,Female,79,DK03,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
793,113376,Male,19,DK03,Not applicable,Folkeskole 9.-10. klasse,Monthly,11000.0
794,113401,Male,26,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,4000.0
795,113475,Female,41,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,47000.0
796,113518,Female,33,DK02,Don't know,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,21000.0
797,113599,Female,56,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,32000.0
798,113687,Male,67,DK03,Don't know,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
799,113692,Female,74,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
800,113701,Female,62,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
801,113709,Male,71,DK04,Alternativet - The Alternative,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,28000.0
802,113809,Male,75,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Not applicable,
803,113822,Male,46,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,33000.0
804,113851,Male,78,DK04,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,50000.0
805,113917,Male,70,DK05,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
806,114074,Male,51,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,8700.0
807,114082,Female,87,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 6.-8. klasse,Not applicable,
808,114086,Male,41,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33000.0
809,114096,Male,52,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,360000.0
810,114155,Female,63,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
811,114160,Female,21,DK04,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,18000.0
812,114169,Female,48,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,38000.0
813,114207,Female,73,DK03,Not applicable,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
814,114211,Male,65,DK02,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,1000000.0
815,114217,Female,20,DK01,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
816,114228,Female,32,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
817,114277,Male,17,DK05,Not applicable,Folkeskole 9.-10. klasse,Don't know,
818,114432,Male,49,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,28000.0
819,114447,Male,27,DK04,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,14000.0
820,114486,Female,27,DK04,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24000.0
821,114528,Female,26,DK04,Alternativet - The Alternative,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,35000.0
822,114533,Male,57,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Forskeruddannelse. Ph.d., doktor",Monthly,65000.0
823,114651,Male,72,DK05,Enhedslisten - Unity List - The Red-Green Alliance,Folkeskole 6.-8. klasse,Monthly,
824,114660,Male,36,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,8.0
825,114753,Female,63,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
826,114759,Male,21,DK02,No answer,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24000.0
827,114770,Male,28,DK04,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31200.0
828,114772,Male,53,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,34000.0
829,114774,Female,68,DK02,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
830,114800,Female,56,DK04,Det Radikale Venstre - The Radical Liberal Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,7.0
831,114892,Male,65,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
832,114986,Male,82,DK02,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
833,115018,Female,77,DK02,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
834,115063,Female,39,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
835,115091,Male,30,DK05,Alternativet - The Alternative,Universitetsbachelor. 1. del af kandidatuddannelse,Annual,540000.0
836,115137,Male,30,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
837,115150,Female,46,DK03,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,23000.0
838,115170,Male,54,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,37000.0
839,115208,Male,53,DK05,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,36000.0
840,115223,Female,81,DK05,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
841,115270,Female,48,DK04,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37500.0
842,115468,Male,39,DK03,Refusal,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,28000.0
843,115488,Male,78,DK04,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
844,115496,Female,67,DK02,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
845,115503,Female,68,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
846,115579,Female,29,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,35000.0
847,115649,Female,73,DK04,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
848,115758,Male,44,DK02,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000.0
849,115762,Male,36,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
850,115799,Male,50,DK03,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32500.0
851,115834,Male,26,DK04,Liberal Alliance - Liberal Alliance,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
852,115848,Female,31,DK04,Other,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
853,115857,Male,65,DK04,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
854,115909,Male,73,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
855,116153,Male,71,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
856,116201,Male,19,DK03,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
857,116249,Female,32,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,58000.0
858,116260,Female,59,DK02,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,30000.0
859,116341,Male,30,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000.0
860,116448,Female,89,DK04,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Don't know,
861,116473,Male,89,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
862,116499,Male,72,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
863,116513,Male,29,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000.0
864,116526,Female,61,DK02,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
865,116724,Male,35,DK03,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,20000.0
866,116737,Female,41,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000.0
867,116771,Male,16,DK03,Not applicable,Folkeskole 9.-10. klasse,Monthly,1100.0
868,116955,Female,55,DK01,Don't know,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000.0
869,116965,Male,57,DK02,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,
870,116972,Female,38,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Not applicable,
871,117007,Female,58,DK04,No answer,Universitetsbachelor. 1. del af kandidatuddannelse,No answer,0.0
872,117017,Female,42,DK04,Other,Other,Not applicable,
873,117030,Female,45,DK05,Liberal Alliance - Liberal Alliance,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,27000.0
874,117144,Female,43,DK05,Det Konservative Folkeparti - Conservative People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,60000.0
875,117167,Male,21,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
876,117218,Female,17,DK05,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
877,117250,Female,23,DK01,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
878,117251,Male,15,DK04,Not applicable,Folkeskole 6.-8. klasse,No answer,
879,117311,Female,64,DK03,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
880,117376,Male,44,DK04,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37000.0
881,117383,Female,45,DK04,Alternativet - The Alternative,"Forskeruddannelse. Ph.d., doktor",Monthly,88000.0
882,117393,Female,43,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Forskeruddannelse. Ph.d., doktor",Monthly,70000.0
883,117489,Female,34,DK02,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,43000.0
884,117497,Male,73,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
885,117538,Female,49,DK01,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
886,117635,Male,64,DK03,Socialdemokratiet - The Social democrats,Folkeskole 6.-8. klasse,Monthly,
887,117682,Female,82,DK01,Not applicable,Folkeskole 6.-8. klasse,Don't know,
888,117690,Female,49,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000.0
889,117747,Male,83,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
890,117813,Female,25,DK04,Alternativet - The Alternative,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,12000.0
891,117814,Male,53,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
892,117897,Female,46,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
893,117937,Male,53,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32600.0
894,117958,Female,47,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,27000.0
895,117967,Female,39,DK02,Don't know,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,19000.0
896,117989,Female,30,DK04,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,1.0
897,118101,Male,24,DK04,Dansk Folkeparti - Danish People's Party,Folkeskole 9.-10. klasse,Monthly,
898,118128,Female,46,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,52000.0
899,118140,Male,22,DK04,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,13500.0
900,118180,Male,49,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,35000.0
901,118194,Male,47,DK02,Refusal,Folkeskole 9.-10. klasse,Monthly,
902,118204,Female,55,DK02,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000.0
903,118259,Male,64,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Not applicable,
904,118318,Female,36,DK03,Det Konservative Folkeparti - Conservative People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,61800.0
905,118379,Female,68,DK04,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,33000.0
906,118439,Male,47,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29800.0
907,118484,Male,61,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,10000.0
908,118548,Female,18,DK02,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",No answer,
909,118767,Female,17,DK04,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
910,118835,Male,34,DK05,Dansk Folkeparti - Danish People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,32000.0
911,118859,Male,61,DK02,Det Konservative Folkeparti - Conservative People's Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,40000.0
912,119007,Male,69,DK05,Refusal,Folkeskole 6.-8. klasse,Monthly,
913,119020,Male,80,DK02,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
914,119072,Female,43,DK02,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
915,119145,Male,87,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
916,119148,Male,68,DK03,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
917,119247,Male,73,DK02,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Don't know,
918,119312,Male,52,DK02,Dansk Folkeparti - Danish People's Party,Folkeskole 9.-10. klasse,Monthly,
919,119439,Female,55,DK03,Not applicable,Folkeskole 9.-10. klasse,Monthly,
920,119465,Male,27,DK02,Liberal Alliance - Liberal Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
921,119584,Male,68,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
922,119601,Male,58,DK04,Det Konservative Folkeparti - Conservative People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,57500.0
923,119626,Male,26,DK01,Liberal Alliance - Liberal Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30500.0
924,119635,Female,69,DK01,Refusal,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
925,119699,Male,55,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
926,119712,Female,42,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,38000.0
927,119820,Female,90,DK03,Socialdemokratiet - The Social democrats,Folkeskole 6.-8. klasse,Monthly,
